dataset,experiment,x_label,x_value,n_e,n_c,capacity,profile_size,initial_assignment,iteration_number,seed,method,total_rank_improvement,execution_time,peak_memory_mb,cycle_count
combined_data_jd200_1.csv,varying_ev,Total EV,140,140,70,2,2,random,10,140133,TTC,1665,0.059086321,1.535638809,131
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,1,160124,W-TTC,2722,0.053080516,0.814341545,123
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,1,160124,ReACT-TTC,2354,0.079696478,1.918834686,142
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,1,160124,TTC,2354,0.068262702,1.913455963,142
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,2,160125,W-TTC,2548,0.054204529,0.740218163,134
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,2,160125,ReACT-TTC,2139,0.07459172,1.881134033,156
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,2,160125,TTC,2139,0.067207748,1.881095886,156
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,3,160126,W-TTC,2582,0.05962634,0.770111084,137
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,3,160126,ReACT-TTC,2266,0.068909907,1.901504517,146
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,3,160126,TTC,2266,0.061328407,1.90146637,146
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,4,160127,W-TTC,2720,0.049459966,0.827301979,131
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,4,160127,ReACT-TTC,2115,0.064338248,1.959895134,134
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,4,160127,TTC,2115,0.058752307,1.959856987,134
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,5,160128,W-TTC,2449,0.054515964,0.768761635,124
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,5,160128,ReACT-TTC,1984,0.075279184,1.914899826,129
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,5,160128,TTC,1984,0.067220573,1.914861679,129
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,6,160129,W-TTC,2779,0.049769027,0.813661575,140
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,6,160129,ReACT-TTC,2278,0.071969594,1.8979702,147
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,6,160129,TTC,2278,0.066006177,1.897932053,147
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,7,160130,W-TTC,2839,0.04901335,0.805040359,122
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,7,160130,ReACT-TTC,2267,0.078453429,1.892757416,145
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,7,160130,TTC,2267,0.071167277,1.892719269,145
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,8,160131,W-TTC,2828,0.051533187,0.786634445,178
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,8,160131,ReACT-TTC,2408,0.07134912,1.915165901,143
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,8,160131,TTC,2408,0.058470057,1.904461861,143
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,9,160132,W-TTC,2642,0.058823346,0.720808029,138
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,9,160132,ReACT-TTC,2198,0.078473459,1.942396164,130
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,9,160132,TTC,2198,0.068538779,1.942358017,130
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,10,160133,W-TTC,2421,0.058180378,0.812064171,128
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,10,160133,ReACT-TTC,2069,0.072501961,1.916962624,143
combined_data_jd200_1.csv,varying_ev,Total EV,160,160,80,2,2,random,10,160133,TTC,2069,0.066174058,1.916924477,143
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,1,180124,W-TTC,3598,0.063742044,0.943918228,138
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,1,180124,ReACT-TTC,3048,0.094416412,2.57763195,140
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,1,180124,TTC,3048,0.092238378,2.581751823,140
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,2,180125,W-TTC,3787,0.065851529,0.935574532,203
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,2,180125,ReACT-TTC,3013,0.105725144,2.612444878,159
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,2,180125,TTC,3013,0.097733059,2.612772942,159
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,3,180126,W-TTC,3711,0.058783675,0.899875641,143
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,3,180126,ReACT-TTC,3290,0.077608376,2.609869003,145
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,3,180126,TTC,3290,0.070399588,2.609464645,145
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,4,180127,W-TTC,3714,0.060617909,0.920351982,139
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,4,180127,ReACT-TTC,3225,0.088474004,2.610194206,130
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,4,180127,TTC,3225,0.087002243,2.618083,130
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,5,180128,W-TTC,3731,0.065050916,0.902481079,135
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,5,180128,ReACT-TTC,3161,0.086742419,2.546458244,148
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,5,180128,TTC,3161,0.076910398,2.546420097,148
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,6,180129,W-TTC,3712,0.059956156,0.977140427,126
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,6,180129,ReACT-TTC,3016,0.08581496,2.576512337,139
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,6,180129,TTC,3016,0.080358406,2.57647419,139
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,7,180130,W-TTC,3333,0.067485124,0.898539543,133
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,7,180130,ReACT-TTC,2823,0.10570874,2.626507759,126
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,7,180130,TTC,2823,0.088276429,2.62233448,126
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,8,180131,W-TTC,3698,0.062203344,0.935800552,128
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,8,180131,ReACT-TTC,3037,0.089466543,2.582333565,165
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,8,180131,TTC,3037,0.079737975,2.581929207,165
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,9,180132,W-TTC,3511,0.058726174,0.972076416,133
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,9,180132,ReACT-TTC,2799,0.088224627,2.587199211,134
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,9,180132,TTC,2799,0.08044236,2.586794853,134
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,10,180133,W-TTC,3579,0.0623166,1.044049263,130
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,10,180133,ReACT-TTC,3023,0.103553346,2.605701447,140
combined_data_jd200_1.csv,varying_ev,Total EV,180,180,90,2,2,random,10,180133,TTC,3023,0.088553096,2.600154877,140
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,1,200124,W-TTC,4297,0.071959452,1.037502289,134
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,1,200124,ReACT-TTC,3657,0.103104495,3.028058052,166
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,1,200124,TTC,3657,0.094746655,3.028386116,166
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,2,200125,W-TTC,4145,0.074676161,0.976384163,160
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,2,200125,ReACT-TTC,3424,0.123673914,2.966190338,180
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,2,200125,TTC,3424,0.106045799,2.969326019,180
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,3,200126,W-TTC,4639,0.078615668,0.95929718,132
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,3,200126,ReACT-TTC,3983,0.12589257,3.031205177,148
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,3,200126,TTC,3983,0.112702146,3.031533241,148
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,4,200127,W-TTC,4260,0.076226976,0.999018669,222
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,4,200127,ReACT-TTC,3386,0.107760931,3.134199142,132
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,4,200127,TTC,3386,0.10492553,3.14103508,132
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,5,200128,W-TTC,4320,0.073845984,1.067001343,125
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,5,200128,ReACT-TTC,3635,0.116820298,3.06815815,139
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,5,200128,TTC,3635,0.103981119,3.067753792,139
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,6,200129,W-TTC,4610,0.071513515,1.004635811,132
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,6,200129,ReACT-TTC,3769,0.1210859,2.994808197,164
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,6,200129,TTC,3769,0.117085752,3.002483368,164
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,7,200130,W-TTC,4333,0.071959435,1.057052612,132
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,7,200130,ReACT-TTC,3568,0.128010647,3.048776627,138
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,7,200130,TTC,3568,0.114071918,3.049104691,138
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,8,200131,W-TTC,4113,0.07669211,0.973012924,166
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,8,200131,ReACT-TTC,3390,0.127818283,3.006438255,139
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,8,200131,TTC,3390,0.114232753,3.006766319,139
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,9,200132,W-TTC,4534,0.081400778,0.995281219,230
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,9,200132,ReACT-TTC,3806,0.109560635,3.034040451,150
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,9,200132,TTC,3806,0.097579748,3.033636093,150
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,10,200133,W-TTC,4784,0.074935579,1.00348568,138
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,10,200133,ReACT-TTC,4034,0.107186182,3.164550781,137
combined_data_jd200_1.csv,varying_ev,Total EV,200,200,100,2,2,random,10,200133,TTC,4034,0.098410057,3.164146423,137
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,1,150124,W-TTC,1164,0.028949334,0.578931808,117
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,1,150124,ReACT-TTC,891,0.042387427,0.990885735,115
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,1,150124,TTC,891,0.037224545,0.991213799,115
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,2,150125,W-TTC,889,0.032737626,0.469331741,119
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,2,150125,ReACT-TTC,702,0.04544906,0.914271355,123
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,2,150125,TTC,702,0.03569002,0.903208733,123
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,3,150126,W-TTC,1083,0.027996219,0.490501404,119
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,3,150126,ReACT-TTC,822,0.03878639,0.872634888,121
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,3,150126,TTC,822,0.03441123,0.872596741,121
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,4,150127,W-TTC,1018,0.027171931,0.481783867,127
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,4,150127,ReACT-TTC,882,0.044373532,0.919854164,125
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,4,150127,TTC,882,0.035254637,0.919083595,125
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,5,150128,W-TTC,1045,0.026555169,0.451493263,117
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,5,150128,ReACT-TTC,913,0.04104822,0.856704712,162
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,5,150128,TTC,913,0.038175731,0.856666565,162
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,6,150129,W-TTC,917,0.025857423,0.535579681,111
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,6,150129,ReACT-TTC,732,0.032531443,0.917160988,118
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,6,150129,TTC,732,0.029284856,0.917489052,118
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,7,150130,W-TTC,1209,0.023759036,0.57657814,110
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,7,150130,ReACT-TTC,902,0.036049843,0.905938148,139
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,7,150130,TTC,902,0.033756558,0.90516758,139
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,8,150131,W-TTC,949,0.027854274,0.521147728,120
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,8,150131,ReACT-TTC,747,0.033267413,0.923153877,124
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,8,150131,TTC,747,0.029547154,0.922383308,124
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,9,150132,W-TTC,1045,0.029471641,0.487239838,121
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,9,150132,ReACT-TTC,891,0.033796364,0.968295097,119
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,9,150132,TTC,891,0.031597762,0.968623161,119
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,10,150133,W-TTC,982,0.027500392,0.505670547,122
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,10,150133,ReACT-TTC,809,0.034203234,0.929674149,123
combined_data_jd200_1.csv,varying_cp,Total Charging Points,50,100,50,2,2,random,10,150133,TTC,809,0.03070513,0.930002213,123
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,1,160124,W-TTC,1382,0.039018583,0.605095863,123
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,1,160124,ReACT-TTC,1181,0.038151117,1.039245605,137
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,1,160124,TTC,914,0.036862157,1.034580231,113
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,2,160125,W-TTC,1460,0.034321964,0.592309952,131
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,2,160125,ReACT-TTC,1292,0.05081553,1.03529644,147
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,2,160125,TTC,1057,0.036390564,0.965629578,66
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,3,160126,W-TTC,1317,0.057829071,0.450899124,158
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,3,160126,ReACT-TTC,1121,0.049007012,0.984542847,97
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,3,160126,TTC,810,0.043622868,0.959197998,36
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,4,160127,W-TTC,1458,0.043685649,0.500209808,137
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,4,160127,ReACT-TTC,1266,0.039024101,1.040315628,153
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,4,160127,TTC,1107,0.032726514,1.019355774,121
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,5,160128,W-TTC,1382,0.042383846,0.571890831,140
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,5,160128,ReACT-TTC,1246,0.038212368,1.012031555,140
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,5,160128,TTC,1028,0.03142335,0.971694946,114
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,6,160129,W-TTC,1411,0.042284174,0.519306183,128
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,6,160129,ReACT-TTC,1177,0.048600914,0.985733032,101
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,6,160129,TTC,970,0.041983919,0.959228516,44
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,7,160130,W-TTC,1465,0.036127912,0.569083214,128
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,7,160130,ReACT-TTC,1279,0.045578848,1.054954529,152
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,7,160130,TTC,1064,0.035716705,1.030796051,120
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,8,160131,W-TTC,1447,0.035845792,0.570252419,135
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,8,160131,ReACT-TTC,1264,0.061850887,0.994911194,105
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,8,160131,TTC,982,0.030677892,0.964012146,47
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,9,160132,W-TTC,1543,0.036194621,0.54763031,133
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,9,160132,ReACT-TTC,1381,0.052780951,1.00994873,154
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,9,160132,TTC,1152,0.036815514,0.970497131,74
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,10,160133,W-TTC,1380,0.039644926,0.476747513,131
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,10,160133,ReACT-TTC,1199,0.038169298,1.000747681,148
combined_data_jd200_1.csv,varying_cp,Total Charging Points,60,100,60,2,2,random,10,160133,TTC,961,0.039094984,0.979804993,125
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,1,170124,W-TTC,1686,0.051075082,0.579151154,134
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,1,170124,ReACT-TTC,1566,0.047443558,1.119728088,157
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,1,170124,TTC,1158,0.039589259,1.06867218,51
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,2,170125,W-TTC,1603,0.040622648,0.619400024,127
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,2,170125,ReACT-TTC,1438,0.033866933,1.117858887,104
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,2,170125,TTC,996,0.034754761,1.06072998,27
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,3,170126,W-TTC,1525,0.055970602,0.527943611,128
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,3,170126,ReACT-TTC,1374,0.037114159,1.114562988,96
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,3,170126,TTC,1013,0.041628143,1.064315796,31
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,4,170127,W-TTC,1646,0.076546457,0.527215958,127
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,4,170127,ReACT-TTC,1509,0.047666876,1.109191895,88
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,4,170127,TTC,1246,0.04401977,1.064224243,80
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,5,170128,W-TTC,1832,0.055087581,0.612452507,127
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,5,170128,ReACT-TTC,1708,0.049483537,1.114227295,104
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,5,170128,TTC,1272,0.039311076,1.065612793,29
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,6,170129,W-TTC,1696,0.051053148,0.497875214,140
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,6,170129,ReACT-TTC,1553,0.048361656,1.110328674,86
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,6,170129,TTC,1131,0.046893593,1.064857483,33
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,7,170130,W-TTC,1709,0.065121266,0.515788078,152
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,7,170130,ReACT-TTC,1594,0.044035737,1.1118927,135
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,7,170130,TTC,1256,0.03351495,1.066856384,52
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,8,170131,W-TTC,1630,0.062005358,0.523674965,137
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,8,170131,ReACT-TTC,1499,0.047839131,1.108551025,108
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,8,170131,TTC,1122,0.039393811,1.070243835,71
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,9,170132,W-TTC,1628,0.045179259,0.524931908,129
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,9,170132,ReACT-TTC,1489,0.043212529,1.113739014,143
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,9,170132,TTC,1219,0.027329856,1.064720154,36
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,10,170133,W-TTC,1538,0.058067618,0.584313393,132
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,10,170133,ReACT-TTC,1395,0.047357374,1.113304138,97
combined_data_jd200_1.csv,varying_cp,Total Charging Points,70,100,70,2,2,random,10,170133,TTC,999,0.036871094,1.066635132,32
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,1,180124,W-TTC,1760,0.063831918,0.657718658,127
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,1,180124,ReACT-TTC,1640,0.049180728,1.224624634,95
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,1,180124,TTC,1167,0.039926211,1.166664124,24
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,2,180125,W-TTC,1900,0.093681393,0.535972595,146
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,2,180125,ReACT-TTC,1817,0.058896739,1.228034973,83
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,2,180125,TTC,1351,0.045193721,1.167533875,82
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,3,180126,W-TTC,1850,0.064823157,0.469335556,145
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,3,180126,ReACT-TTC,1721,0.040499047,1.23462677,93
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,3,180126,TTC,1159,0.043341439,1.162841797,21
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,4,180127,W-TTC,2019,0.076967109,0.543532372,149
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,4,180127,ReACT-TTC,1891,0.051183695,1.229827881,98
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,4,180127,TTC,1370,0.036118804,1.171661377,23
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,5,180128,W-TTC,1920,0.074604684,0.481608391,145
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,5,180128,ReACT-TTC,1798,0.053550319,1.228729248,103
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,5,180128,TTC,1182,0.052696818,1.189361572,56
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,6,180129,W-TTC,1921,0.100673651,0.620390892,131
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,6,180129,ReACT-TTC,1817,0.052776726,1.232833862,87
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,6,180129,TTC,1303,0.046442729,1.169929504,22
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,7,180130,W-TTC,1946,0.063100681,0.600978851,133
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,7,180130,ReACT-TTC,1846,0.043502418,1.230606079,111
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,7,180130,TTC,1350,0.04018735,1.168273926,27
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,8,180131,W-TTC,2129,0.068412752,0.626426697,123
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,8,180131,ReACT-TTC,2005,0.048071339,1.237510681,92
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,8,180131,TTC,1654,0.041838273,1.208183289,74
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,9,180132,W-TTC,1890,0.070853717,0.464167595,139
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,9,180132,ReACT-TTC,1768,0.042814369,1.228378296,98
combined_data_jd200_1.csv,varying_cp,Total Charging Points,80,100,80,2,2,random,9,180132,TTC,1299,0.046045801,1.166923523,37
